speed,dist
58,4434
57,4434
60,4434
58,4434
55,4434
61,4434
56,4434
61,4434
57,4435
55,4435
58,4435
57,4435
61,4435
60,4435
58,4435
59,4435
55,4435
57,4435
59,4435
58,4435
64,4435
63,4435
58,4435
61,4435
54,4435
62,4435
58,4436
60,4436
62,4436
61,4437
59,4437
59,4437
57,4437
56,4438
56,4438
57,4438
60,4439
56,4439
59,4439
63,4439
61,4440
56,4440
60,4440
55,4440
56,4441
60,4441
61,4441
58,4441
59,4441
58,4441
58,4441
58,4442
56,4442
58,4442
58,4442
60,4443
58,4443
56.2,4443
62,4443
57,4443
57,4443
60,4443
54,4443
60,4444
54,4444
60,4444
58,4444
60,4445
62,4445
58,4445
58,4446
65,4446
58,4446
57,4447
56,4447
59,4448
56,4449
55,4449
56,4449
56,4449
59,4449
63,4449
60,4451
59,4451
58,4451
60,4451
58,4452
58,4452
59,4452
59,4452
57,4452
57,4452
56,4452
57,4452
58,4452
61,4452
61,4452
61,4452
57,4452
57,4452
54,4453
62,4453
56,4454
56,4454
59,4455
57,4455
57,4455
59,4455
59,4455
57,4455
59,4455
57,4455
56,4455
57,4455
59,4455
58,4455
57,4455
58,4455
58,4455
57,4455
57,4455
56,4455
65,4455
56,4455
60.3,4456
60,4456
54,4456
58,4456
61,4457
58,4457
56,4457
61,4457
57,4457
57,4458
56,4458
55,4458
60,4458
57,4458
59,4459
55,4459
58,4459
60,4459
58,4459
58,4459
55.6,4459
58,4459
61,4459
58,4460
56,4460
56,585
55,585
57,585
59,585
55,586
56,586
56,586
56,586
55,586
55.9,586
54,586
55,586
54,586
56,586
55,586
55,586
55,586
54,586
55,586
55,586
56,586
54,586
55,586
61,586
56,586
55,586
59,586
57,586
56,586
57,586
55,4460
59,4460
60,4460
55,4460
60,4460
57,4461
61,4462
56,4462
58,4462
57,4462
55,4463
55,4463
57,4463
57,4463
59,4463
59,4463
58,4464
56.5,4465
59.5,4465
56,4465
57,4465
58,4466
58,4466
54,4466
59,4466
60,4466
59,4466
60,4466
59,4466
59,4466
57,4466
56,4466
57,4466
62,4466
57,4466
54,4467
56,4467
57,4467
57,4467
57,4467
58,4468
59,4468
57,4468
61,4468
54,4468
54,4469
56,4469
53,4469
63,4469
56,4469
60,4469
62,4469
60,4469
63,4469
60,4469
57,4469
55,4469
56,4469
57,4470
59,4470
56,4470
57,4470
58,4471
58,4471
59,4472
59,4472
58,4472
57,4472
59,4472
63,4473
56,4474
55,4474
56,4474
59,4475
58,4475
55,4475
56,4475
58,4475
59,4476
57,4476
57,4476
61,4476
55,4476
59,4476
56,4476
61,4476
59,4476
63,4476
58,4476
62,4477
62,4477
63,4477
58,4478
56,4478
60,4478
58,4478
55,4478
55,4478
56,4478
57,4478
61,4478
58,4478
58,4478
58,4478
59,4478
59,4478
59,4478
58,4478
58,4479
59,4479
57,4479
60,4479
57,4479
60,4479
59,4480
56,4480
62,4480
62,4480
61,4480
59,4480
58,4480
58,4480
64,4480
51,4480
54,4480
56,4480
58,4480
59,4480
59,4481
56,4481
59,4481
59,4482
59,4482
58,4482
57,4482
55,4482
58,4482
54,4483
61,4483
57,4484
56,4484
59,4484
58,4484
57,4484
59,4484
63,4484
56,4484
57,4484
57,4485
59,4485
56,4485
63,4485
59,4486
57,4486
56,4486
59,4486
58,4486
55,4487
58.6,4488
64,4488
63,4488
56,4488
57,4488
58,4488
59,4488
56,4488
56,4489
58,4489
62,4490
60,4490
58,4491
58,4491
55,4491
60,4492
60,4492
60,4492
56,4492
56,4492
57,4493
57,4493
59,4493
63,4493
59,4493
57,4494
60,4494
57,4494
61,4494
54,4495
66,4496
60,4496
58,4496
58,4496
60,4496
60,4496
57,4496
58,4497
56,4497
57,4497
59,4497
57,4497
59,4497
57,4497
58,4497
59,4497
59,4497
60,4497
55,4497
60,4497
58,4497
60,4497
59,4497
59,4497
58,4497
60,4498
58,4498
57,4498
59,4498
64,4498
58,4498
59,4498
59,4498
54,4498
56,4499
60,4500
59,4500
55,4501
58,4501
54,4501
59,4502
58,4502
56,4502
60,4502
59,4503
59,4503
60,4503
57,4503
58,4503
59,4503
57,4504
58,4504
58,4504
62,4504
57,4504
56,4504
60,4504
59,4504
55,4504
56,4504
62,4505
61,4506
59,4507
58,4507
56,4508
56,4508
59,4508
60,4508
57,4508
57,4509
62,4509
57,4509
57,4509
60,4509
59,4509
61,4510
57,4510
54,4510
58,4511
55,4511
55,4511
57,4512
61,4512
58,4512
55,4513
56,4513
58,4513
56,4513
61,4513
58,4513
60,4513
61,4513
58,4513
58,4513
58,4513
62,4513
58,4514
57,4514
60,4514
55,4514
60,4514
62,4514
56,4514
60,4514
61,4515
57,4515
54,4515
55,4516
62,4516
54,4516
59,4516
59,4516
56,586
56,587
55,587
57,587
56,587
57,587
55,587
56,587
54,587
58,587
56,587
55,587
57,587
61,587
55,587
60,588
54,588
61,588
55,588
55,588
56,589
58,589
56,589
57,589
57,589
57,589
57,589
56,589
55,589
58,589
59,4516
59,4516
57,4516
55,4516
58,4516
60.1,4517
63,4517
62,4518
59,4518
61,4518
56,4519
56,4520
59,4520
58,4520
60,4520
61,4520
55,4520
59,4521
59,4521
60,4521
61,4521
56,4522
60,4522
59,4523
58,4523
58,4523
55,4523
58,4523
57,4523
57,4523
57,4523
60,4523
59,4524
60,4524
57,4524
56,4524
61,4525
55,4525
54,4525
60,4525
58,4525
59,4527
59,4528
65,4528
62,4528
58,4529
55,4529
60,4530
57,4530
56,4530
58,4531
56.3,4531
54,4531
57,4531
59,4532
56,4532
60,4532
60,4533
59,4533
58,4534
55,4534
54,4535
60,4535
62,4535
61,4536
55,4536
59,4536
55,4536
59,4536
67,4536
57,4536
57,4536
57,4536
61,4536
59,4537
58,4537
55,4537
56,4537
59,4537
62,4537
58,4537
55,4537
55,4538
56,4538
61,4538
62,4538
60,4538
60,4538
64,4538
56,4538
58,4539
60,4539
54,4539
57,4540
60,4540
58,4540
56,4540
60,4540
58,4540
60,4540
57,4541
59,4541
55,4541
56,4541
58,4541
60,4541
59,4541
57,4542
59,4542
59,4543
58,4543
62,4543
61,4543
60,4543
60,4543
58,4543
61,4543
58,4543
56,4543
55,4543
57,4543
59,4544
57,4544
56,4544
59,4545
57,4545
55,4545
58,4546
56,4546
57,4547
56,4547
53.6,4547
61,4547
60,4547
56,4547
59,4548
59,4548
58,4548
59,4548
56,4549
57,4549
57,4549
54,4550
66,4550
55,4550
53,4551
57,4551
60,4552
55,4552
58,4552
58,4552
58,4553
55,4553
66,4553
66,4554
58,4555
59,4556
60,4556
57,4556
57,4556
55,4557
54,4557
59,4557
60,4557
57,4558
56,4558
57,4558
55,4558
59,4558
61,4558
57,4558
57,4558
54,4558
58,4558
57,4558
58,4559
60,4559
60,4559
58,4559
58,4559
58,4559
64,4559
53,4559
56,4559
62,4559
57,4559
57,4559
60,4559
57,4560
59,4560
62,4560
58,4560
54,4560
63,4560
60,4560
56,4560
59,4561
57,4561
60,4561
60,4561
56,4561
56,4561
59,4561
60,4561
58,4562
59,4562
58,4562
57,4562
53,4562
59,4562
57,4563
56,4563
56,4563
55,4564
57,4564
58,4564
60,4564
57.4,4564
57,4564
58,4565
55,4565
56,4566
58,4566
58,4566
60,4566
61,4566
58,4566
55,4568
57,4568
64,4568
54,4569
59,4570
60,4570
62,4570
68,4570
61,4570
57,4570
58,4571
60,4571
56,4572
55,4572
57,4573
57,4573
53,4573
57,4573
58,4574
55,4574
60,4574
57,4575
58,4575
60,4576
56,4576
56,4578
57,4578
57,4578
54,4578
55,4578
60,4578
60,4578
55,4578
58,4578
59,4579
57,4579
58,4579
60,4579
58,4579
58,4579
58,4579
58,4580
62,4580
57,4580
59,4580
58,4580
57,4580
60,4580
56,4580
55,4580
58,4580
58,4580
56,4580
58,4581
58,4581
56,4581
55,4582
62.4,4582
58,4583
60,4583
63,4583
57,4584
59,4584
57,4584
57,4584
56,4584
59,4584
55,4585
57,4585
57,4586
56,4586
58,4586
62,4586
55,589
56,589
59,589
57,589
57,589
57,589
56,589
55,589
54,589
58,589
56,589
60,589
58,589
57,589
55,589
58,589
58,589
58,589
57,589
55,589
58,589
55,589
55,589
60,589
56,589
56,589
57,589
56,589
54,589
54,589
60,4586
62,4586
64,4586
60,4586
58,4586
58,4586
56,4586
63,4586
60,4586
57,4586
56,4586
59,4586
58,4586
58,4586
59,4586
58,4586
57,4586
55,4587
56,4587
59,4588
59,4588
60,4588
61,4588
57,4588
57,4588
59,4588
54,4588
60,4588
60,4588
61,4588
58,4588
57,4588
57,4588
57,4588
60,4588
59,4588
56,4588
54,4590
57,4590
56,4591
56,4591
57,4591
58,4591
56,4591
59,4591
62,4592
58,4592
64,4592
57,4592
59,4592
58,4592
56,4592
56.4,4592
56,4592
56,4593
57,4593
55,4593
58,4594
57,4594
58,4595
59,4596
58,4596
53,4596
60,4596
57,4596
58,4597
55,4598
59,4598
58,4598
62,4598
62,4600
57,4600
57,4600
56,4600
59,4600
61,4601
58,4601
59,4601
56.3,4602
57.7,4602
55,4602
54,4602
63,4603
59,4603
56,4603
60,4603
59,4604
58,4604
58,4604
58,4604
55,4604
60,4604
54,4604
63,4604
55,4604
59,4605
57,4606
58,4606
58,4606
58,4606
62,4607
58,4608
60,4608
58,4608
57,4608
64,4608
57,4608
61,4609
57,4609
56,4610
58,4611
57,4611
57,4611
54,4611
58,4611
59,4611
55,4612
60,4612
59,4612
58,4612
59,4612
58,4612
57,4612
56,4612
61,4612
60,4612
57,4612
57,4613
57,4613
57,4615
59,4616
60,4616
60,4616
63,4617
57,4617
57,4617
60,4617
58,4617
60,4617
56,4617
56,4617
54,4617
57,4617
57,4618
58,4619
59,4619
57,4619
59,4619
56,4619
56,4619
59,4619
56,4619
58,4620
63,4620
56,4620
56,4620
61,4620
58,4620
61,4620
57,4620
58,4620
60,4620
57,4620
59,4620
56,4620
55,4620
58,4620
56,4620
55,4621
61,4622
55,4622
60,4622
57,4623
55,4623
60,4623
58,4624
57,4624
55,4624
61,4624
58,4625
61,4626
61,4626
60,4626
61,4626
60,4626
58,4626
62,4626
58,4627
56,4627
56,4627
59,4627
57,4627
56,4627
59,4627
57,4628
57,4628
56,4628
59,4628
57,4629
59,4629
63,4629
54,4630
56,4630
56,4630
54,4630
57,4630
63,4630
56,4630
57,4631
59,4631
58,4632
58,4632
58,4632
57,4632
59,4633
55,4633
58,4633
59,4633
56,4633
57,4633
59,4633
57,4633
58,4633
59,4633
55,4633
60,4634
57,4634
59,4634
55,4635
55,4636
58,4636
56,4637
57,4637
57,4637
56,4637
61,4637
61,4637
58,4637
59,4637
56,4637
60,4637
56,4637
57,4637
59,4638
60,4638
58,4639
60,4639
58,4639
59,4639
62,4639
58,4639
61,4640
58,4640
58,4640
55,4641
58,4641
58,4641
60,4641
57,4641
59,4641
56,4641
59,4642
57,4642
56,4642
56,4642
58,4642
58,4642
58,4642
60,4642
64,4642
58,4642
53,4642
60,4642
57,4643
56,4643
54,4643
57,4643
57,4644
59,4644
59,4645
56,4645
55,4646
56,4646
62,4646
59,4647
60,4648
55,4648
62,4648
57,4648
61,4649
56,4649
56,4649
57,4649
54,4649
59,4650
59,4652
60,4652
58,4652
56,4652
62,4652
59,589
55,589
57,589
55,589
57,589
57,589
58,589
60,589
55,589
56,589
58,589
54,589
55,589
57,589
55,589
57,589
56,589
61,589
53,589
56,589
57,590
55,590
55,590
61,590
54,590
57,590
56,590
54,590
55,590
53,590
58,4653
55,4653
57,4653
57,4654
62,4654
58,4654
57,4654
59,4654
58,4655
59,4656
53,4656
59,4656
58,4656
57,4656
58,4656
59,4656
60.4,4657
59,4657
58,4657
57,4657
58,4657
57,4657
56,4659
54.4,4659
57,4659
58,4659
62,4659
57,4659
57,4659
58,4660
58,4660
56,4661
56,4661
58,4661
58,4661
55,4661
58,4661
58,4661
56,4661
58,4661
58,4661
59,4662
59,4662
59,4662
57,4662
57,4662
55,4662
57,4662
56,4662
57,4662
60,4662
54,4662
55,4662
57,4663
59,4663
60,4663
61,4663
59,4664
57,4664
58,4664
58,4665
56,4665
56,4665
58,4665
59,4665
60,4666
59,4666
54,4666
58,4666
54,4666
58,4666
59,4666
56,4666
57,4666
58,4666
57,4666
62,4666
58,4666
58,4666
54,4667
57,4668
55,4668
62,4668
58,4668
59,4668
56,4668
58,4668
56,4668
56,4669
64,4669
61,4669
58,4670
59,4670
54,4670
63,4670
57,4670
56,4670
58,4671
59,4672
61,4672
59,4672
62,4672
60,4672
59,4672
58,4672
57,4672
61,4672
60,4672
57,4672
60,4672
60,4672
54,4672
57,4672
61,4672
57,4672
62,4672
59,4672
56,4673
56,4673
61,4674
60,4675
58,4675
56,4675
56,4675
58,4676
56,4676
57,4676
60,4676
55,4676
58,4676
58,4677
55,4677
57,4678
57,4678
57,4678
56,4678
56,4678
58,4678
57,4678
62,4678
61,4678
56,4678
56,4678
61,4679
58,4679
58,4679
56,4679
57,4679
57,4679
56,4679
59,4679
54,4679
65,4679
60,4679
57,4679
61,4680
60,4680
58,4681
58,4681
60,4682
59,4682
58,4682
59,4682
60,4682
57,4682
55,4682
60,4682
58,4682
55,4683
56,4684
55,4685
59,4685
56,4685
62,4685
61,4685
57,4685
59,4685
63,4685
59,4685
59,4686
58,4686
56,4686
58,4687
59,4687
58,4687
57,4687
56,4688
63,4688
58,4688
59,4688
59,4688
59,4688
57,4688
58,4688
59,4689
57,4689
56,4689
56,4689
58,4689
56,4689
58,4690
60,4690
57,4690
57,4691
53,4691
62,4691
57,4692
61,4692
58,4692
60,4692
58,4692
59,4692
57,4692
58,4692
56,4692
57,4693
62,4693
61,4693
58,4693
59,4693
62,4693
57,4693
56,4693
57,4693
61,4693
56,4694
57,4694
60,4694
54,4695
67,4695
55,4696
56,4696
58,4697
60,4697
61,4698
57,4698
56,4698
58,4699
57,4700
57,4700
58,4700
58,4700
64,4700
56,4701
60,4702
60,4702
56,4702
58,4702
57,4702
56,4702
60,4702
59,4702
59,4702
56,4702
59,4702
57,4703
56,4703
57,4704
58,4704
56,4704
58,4704
57,4704
56,4704
57,4704
58,4704
57,4704
60,4704
57,4704
57,4704
61,4704
59,4704
58,4704
61,4704
58,4704
56,4704
56,4704
61,4704
58,4704
58,4704
59,4704
54,4704
59,4705
56,4705
56,4705
57,4706
58,4706
60,4707
56,4707
58,4707
60,4707
56,4707
57,4707
54,4707
61,4707
54,4708
56,4708
55,4708
60,4709
57,4709
57,4709
57,413
55,413
57,414
56,414
61,414
65,414
59,414
59,415
56,415
55,416
58,416
57,416
53,417
58,417
56,417
58,417
57,417
62,417
55,417
60,417
56,417
56,418
56,418
56,418
58,418
56,418
60,418
59,418
56,418
58,418
58,590
55,590
59,591
59,591
60,591
55,591
55,591
53,591
57,591
55,591
56,591
56,591
60,591
56,591
58,591
59,591
57,591
55,591
60,591
55,591
58,591
55,591
58,591
55,591
57,591
63,592
58,592
54,592
56,592
53.3,592
62,4710
56,4710
59,4711
58,4711
59,4712
56,4712
57,4712
61,4712
59,4712
57,4712
56,4712
59,4712
55,4712
57,4712
60,4712
58,4712
60,4713
61,4714
57,4714
58,4714
59,4715
57,4715
59,4715
57,4715
61,4716
58,4716
61,4717
58,4717
59,4717
66,4717
62,4717
61,4717
58,4717
59,4718
59,4718
55,4718
58,4718
59,4718
59,4718
56,4718
58,4718
58,4719
58,4719
57,4719
58,4719
56,4719
61,4719
56,4719
58,4719
58,4719
58,4719
59,4720
57,4720
60,4721
58,4721
57,4721
63,4721
61,4722
59,4723
59,4724
61,4724
58.1,4724
59,4724
56,4724
57,4724
57,4724
58,4724
56,4725
56,4725
58,4725
54,4725
61,4725
58,4725
58,4725
59,4726
58,4727
58,4727
61,4727
60,4727
59,4728
59,4729
61,4729
57,4729
62,4729
58,4730
59,4730
56,4730
61,4731
56,4731
64,4732
61,4732
57,4732
53,4732
58,4732
60,4732
60,4732
55,4733
57,4733
57,4733
61,4735
61,4735
61,4735
56,4735
59,4735
60,4737
56,4737
61,4737
60,4737
59,4737
60,4737
56,4738
56,4738
54,4739
62,4739
58,4739
59,4739
58,4739
56,4739
56,4739
59,4740
57,4740
58,4740
55,4740
57,4740
57,4740
56,4740
57,4740
63,4741
61,4742
59,4742
58,4742
57,4742
58,4742
60,4742
58,4742
53,4742
60,4743
60,4743
58,4743
57,4743
58,4743
61,4743
56,4743
61,4743
56,4743
60,4744
53,4744
54,4744
56,4744
60,4744
56,4745
54,4745
60,4745
58,4745
57,4746
60,4746
58,4746
59,4746
57,4746
57,4746
60,4746
55,4746
59,4748
61,4748
60,4749
59,4749
55,4749
59,4749
60,4749
54,4749
61,4749
56,4749
58,4749
56,4750
59,4750
56,4751
54,4751
58,4751
60,4751
59,4751
58,4751
58,4751
54,4751
59,4751
54,4751
57,4751
60,4751
58,4751
56,4751
57,4751
54,4751
58,4752
59,4752
55,4752
55,4752
56,4752
58,4753
56,4753
59,4754
58,4754
57,4754
62,4755
58,4755
59,4755
56,4755
58,4755
60,4756
60,4757
56,4758
59,4758
59,4758
60,4758
59,4758
60,4758
60,4758
60,4759
59,4759
58,4759
58,4759
55,4759
58,4760
60,4760
56,4760
60.2,4761
57,4761
61,4761
59,4762
57,4763
57,4763
59,4763
57,4763
57,4764
57,4764
55,4764
58,4764
58,4764
56,4764
61,4764
57,4764
57,4764
56,4764
54,4764
57,4764
60,4764
56,4764
57,4764
57,4764
55,4765
57,4766
60,4766
55,4766
60,4766
59,4766
58,4766
59,4766
58,4766
58,4766
56,4766
58,4767
58,4767
58,4768
59,4769
57,4769
58,4769
58,4769
62,4769
55,4769
60,4770
56,4770
54,4770
58,4770
57,4770
56,4770
58,4770
59,4770
57,4770
59,4771
58,4771
57,4771
58,4771
56,4771
60,4772
55,4773
55,4773
56,4773
55,4773
58,4773
59,4773
58,4774
57,4774
58,4774
58,4775
55,4775
58,4776
58,4777
58,4777
61,4778
54,4778
58,4778
57,4778
62,592
59,593
59,593
60,593
58,593
54,593
54,593
66,593
55,593
62,593
58,593
60,593
55,593
58,593
56,593
55,593
59,593
58,593
58,593
54,593
55,593
57,593
60,593
58,593
58,593
60,593
57,593
56,593
59,593
55,593
56,4778
57,4779
57,4779
56,4779
56,4780
59,4780
60,4781
56,4781
59,4781
55,4782
54,4782
64,4782
57,4783
57,4783
57,4783
57,4784
56,4784
55,4784
56,4784
58,4784
59,4785
58,4785
59,4785
56,4785
58,4785
57,4785
56,4785
59,4785
58,4785
54,4786
54,4786
59,4787
60,4788
58,4788
62,4788
56,4788
56,4788
60,4788
60,4788
58,4788
58,4788
57,4788
60,4788
56,4788
58,4788
56,4788
56,4788
59,4788
57,4788
59,4788
57,4789
58,4789
57,4790
60,4790
63,4790
56,4790
58,4791
59,4791
58,4791
57,4791
59,4791
56,4791
56,4791
61,4791
55,4791
59,4791
57,4793
59,4793
53,4794
59,4794
59,4795
58,4795
57,4795
58,4795
57,4796
60,4796
57,4796
59,4796
57,4796
63,4796
58,4797
56,4797
56,4797
58,4798
56,4798
57,4798
59,4798
60,4798
56,4798
55,4798
57,4798
59,4798
57,4798
55,4798
61,4798
56,4798
57,4798
53,4798
58,4799
56,4799
58,4800
59,4800
56,4800
58,4801
56,4801
57,4801
57,4801
56,4802
57,4803
62,4804
55,4804
56,4804
54,4805
54,4805
58,4805
57,4805
60,4805
57,4805
58,4805
60,4805
56,4805
56,4805
57,4805
56,4805
59,4805
58,4805
61,4805
61,4807
58,4808
55,4808
52,4808
59,4808
56,4808
56,4808
55,4809
59,4810
61,4811
58,4811
58,4811
59,4811
57,4812
56,4812
60,4812
63,4813
58,4814
56,4814
58,4815
58,4816
61,4816
57,4816
58,4816
56,4816
63,4816
57,4816
58,4816
60,4816
59,4816
58,4816
58,4816
60,4817
64,4817
58,4817
59,4818
55,4819
62,4819
59,4819
57,4819
57,4819
57,4819
61,4820
61,4821
56,4821
61,4821
57,4821
57,4821
58,4821
60,4821
57,4821
56,4823
58,4823
55,4823
63,4823
59,4823
64,4823
55,4824
56,4824
60.8,4824
60,4824
56,4824
57,4824
57,4825
56,4825
60,4826
58,4826
56,4826
58,4826
56,4826
59,4826
56,4827
56,4827
63,4827
57,4827
57,4828
60,4828
57,4829
58,4829
57.1,4829
56,4829
57,4829
58,4829
59,4829
59,4829
57,4829
58,4830
57,4830
56,4830
59,4830
56,4830
56,4830
60,4830
59,4830
57,4830
59,4830
58,4830
58,4831
60,4831
57,4831
56,4832
60,4832
57,4832
57,4832
55,4833
59,4834
56,4834
60,4836
55,4836
59,4836
59,4836
60,4836
62,4836
57,4836
60,4836
60,4836
55,4836
57,4837
56,4838
61,4838
62,4838
57,4838
59,4838
58,4838
59,4838
57,4838
58,4838
58,4838
59,4838
58,4838
56,4838
60,4839
55,4839
58,4839
55,4839
59,4840
55,4840
55,4840
57,4840
52,4841
59,4841
62,4842
59,4842
60,4842
60,4843
57,4843
57,4843
59,4844
57,4844
57,4844
57,4844
59,4844
61,4844
57,4844
57,4844
60,4845
61,4845
56,4845
59,4845
59,4846
59,4846
56,4846
59,4846
57,4847
57,4847
59,4847
56,4848
55,4848
58,4849
59,4849
60,4849
65,4849
60,4849
58,593
60,593
56,593
60,593
57,593
55,593
54,593
53,593
56,593
55,593
59,593
54,593
54,593
59,593
57,593
59,593
57,593
58,593
56,593
58,593
58,594
61,594
58,594
60,594
57,594
58,594
56,594
59,594
56,594
59,594
56,4850
60,4851
56,4851
62,4851
58,4851
60,4851
59,4851
61,4851
56,4851
56,4851
59,4852
56,4852
57,4852
55,4853
58,4853
59,4853
59,4853
55,4853
60,4853
64,4853
55,4853
57,4853
59,4853
58,4853
55,4853
55,4854
55,4854
57,4854
56,4854
58,4854
60,4854
60,4855
56,4855
60,4855
59,4855
58,4856
56,4857
60,4857
58,4858
56,4858
57,4858
54,4858
58,4858
55,4858
61,4859
55,4860
57,4860
54,4860
54,4860
62,4861
62,4861
61,4861
59,4861
58.5,4861
57,4861
55,4861
60,4861
56,4861
58,4861
59,4861
57,4862
58,4862
55,4862
58,4862
56,4863
58,4863
56,4864
58,4864
57,4864
62,4864
57,4864
57,4864
60,4864
61,4864
58,4865
61,4865
54,4866
56,4867
57,4867
62,4868
61,4868
58,4868
59,4869
56,4869
58,4869
59,4869
56,4870
57.6,4870
55,4870
55,4871
54,4871
56,4871
57,4871
56,4871
57,4871
58,4871
56,4871
55,4871
60,4872
56,4872
60,4872
58,4872
59,4872
58,4872
58,4872
59,4872
57,4872
57,4872
56,4872
59,4872
57,4873
56,4873
56,4873
55,4873
57,4873
59,4873
54,4873
61,4873
58,4874
57,4874
57,4875
60,4875
57,4875
56,4875
56,4875
59,4876
58,4876
58,4876
59,4876
56,4877
63,4877
57,4877
59,4878
59,4878
61,4878
58,4878
60,4878
59,4879
59,4879
57,4879
57,4879
54,4879
56,4879
59,4879
60,4879
58,4879
56,4880
56,4880
59,4882
54,4882
56,4882
55,4883
55,4883
56,4884
59,4884
59,4884
57,4884
59,4884
60,4884
57,4884
60,4884
59,4885
57,4885
56,4886
61,4887
53,4887
62,4887
56,4887
58,4887
57,4889
58,4890
59,4890
58,4890
59,4890
57,4890
61,4890
57,4890
56,4890
59,4890
56,4891
57,4891
59,4891
68,4892
57,4892
56,4892
63,4892
56,4892
55,4892
58,4892
57,4893
56,4895
59,4896
55,4897
56,4897
58,4898
60,4898
59,4898
62,4899
61,4899
59,4899
58,4899
61,4899
57,4899
59,4899
59,4899
58,4899
59,4899
56,4899
56,4899
57,4900
59,4900
56,4900
65,4900
59,4900
57,4900
59,4900
54,4900
59,4901
63,4901
58,4902
60,4902
64,4903
61,4903
58,4903
58,4903
60,4904
61,4904
59,4905
58,4906
58,4906
55,4906
60,4906
59,4907
59,4907
58,4909
60,4909
61,4909
64,4909
54,4909
60,4909
55,4911
59,4911
57,4911
58,4911
59,4912
60,4912
57,4912
60,4912
62,4912
55,4912
60,4913
58,4913
52,4914
55,4914
59,4914
57,4914
58,4914
56,4914
58,4914
59,4914
61,4914
55,4914
56,4914
58,4914
58,4915
56,4915
63,4915
61,4915
58,4916
58,4916
59,4916
59,4916
57,4916
54,4916
57,4916
59,4916
57,4916
60,4916
61,4916
61,4916
60,4916
56,4916
56,4916
57,4916
60,4916
56,4916
58,4917
53,4918
57,4918
58,4918
57,4919
55,4919
57,4919
57,4919
58,4919
56,4920
55,4920
58,4921
57,4921
61,4921
58,594
57,594
55,595
57,595
58,595
56,595
56,595
56,595
56,595
56,596
60,596
56,596
60,596
57,596
62,596
56,596
55,596
58,596
56,596
55.9,596
56,596
62,596
60,596
56,596
56,596
58,596
55,596
57,596
57,596
55,596
56,4921
61,4921
57,4922
57,4922
56,4922
56,4922
58,4922
58,4924
57,4924
57,4924
58,4925
59,4925
57,4925
59,4925
53.9,4926
59,4926
55,4927
57,4927
56,4927
53,4928
61,4928
55,4928
59,4928
56,4928
54,4928
59,4928
59,4928
58,4929
60,4930
55.7,4931
56,4931
56,4931
54,4931
58,4932
58,4932
55,4932
57,4932
58,4932
57,4932
60,4932
57,4933
58,4933
59,4935
58,4935
59,4936
58,4936
59,4936
57,4936
56,4936
56,4937
56,4937
54,4937
57,4937
61,4937
58,4938
55,4939
57,4939
55,4939
58,4939
54,4939
62,4939
57,4939
58,4939
59,4939
60,4939
60,4939
59,4939
60,4939
61,4939
62,4939
58,4939
56,4939
58,4939
56,4940
57,4940
54,4941
59,4942
58,4942
55,4942
59,4943
58,4943
58,4943
60,4943
56,4943
59,4944
58,4944
55,4946
56,4946
58,4946
58,4948
62,4948
57,4948
54,4948
55,4948
58,4948
61,4949
59,4949
62,4949
61,4949
57,4949
60,4950
58,4950
55,4950
56,4951
56,4951
58,4953
58,4953
58,4953
56,4953
62,4953
58,4953
61,4953
56,4954
55,4955
56,4955
57,4955
56,4956
57,4956
59,4956
57,4956
60,4956
59,4956
55,4956
56,4956
57,4956
59,4956
61,4957
58,4958
55,4958
56,4958
58,4958
60,4958
56,4959
60,4959
57,4959
63,4959
59,4959
59,4959
61,4959
56,4959
58,4959
58,4959
56,4959
58,4960
59,4960
58,4961
59,4961
58,4961
59,4961
60,4961
62,4961
56,4962
55,4963
57,4963
58,4963
58,4963
56,4963
58,4964
58,4964
55,4964
57,4964
59,4964
55,4964
59,4964
57,4964
59,4965
57,4965
58,4965
59,4965
58,4965
55,4965
61,4966
60,4967
60,4967
60,4967
59,4967
61,4967
57,4967
56,4968
57,4968
58,4968
57,4968
56,4969
57,4969
59,4969
59,4969
61,4969
56,4969
57,4969
59,4969
58,4969
60,4969
60,4969
56,4969
58,4969
57,4969
56,4970
61,4971
60,4972
56,4972
57,4972
58,4972
59,4972
58,4973
59,4973
58,4973
61,4973
57,4973
61,4974
56,4974
54,4974
59,4974
60,4974
57,4974
59,4975
59,4975
56,4975
61,4976
59,4977
57,4977
57,4977
60,4977
55,4977
60,4978
59,4978
57,4978
58,4979
57,4979
58,4980
61,4980
60,4980
59,4980
58,4980
56,4980
59,4981
54,4981
57,4981
54.6,4983
58,4984
56,4984
55,4984
58,4984
52,4984
60,4985
56,4986
56,4986
59,4986
58,4986
57,4986
59,4986
57,4986
55,4986
58,4987
55,4987
58,4987
57,4988
60,4988
57,4989
58,4989
64,4989
58,4989
60,4989
59,4989
55,4989
61,4989
58,4989
57,4989
62,4989
59,4989
59,4989
61,4989
64,4989
64,4989
59,4989
58,4989
58,4989
59,4989
59,4989
54,4989
59,4990
58,4990
55,4990
60,4991
59,4991
57,4991
57.5,4992
57,4993
57,4994
56,4994
56,4995
54,4995
57,4995
59,4996
58,4997
58,4997
57,4997
60,4997
56,4997
43,4997
62,4998
61,596
55,596
56,596
55,596
59,596
55,596
57,596
57,596
55,596
56,596
59,596
57,596
58,596
58,596
57,596
57,596
59,596
55,596
53,596
62,596
57,596
56,596
57,596
59,596
57,596
57,596
57,596
